Time,Toa,Tiaref,P_EDC,P_LDC,qin,qinf,qve,qdhw,qdc,m_MS,m_Bu
15814800,-3.1,19,0.53819,40,698902.6935,1674850.956,2363345.712,170520,168100,43.03566,57.091625
15818400,-3.13,19,0.53819,40,521889.1296,1677124.509,2358895.123,164640,176100,48.11089,66.65082
15822000,-3.35,19,0.53819,40,349938.9704,1693797.233,2374610.616,158760,171300,53.11601,76.70962
15825600,-3.52,19,0.53819,40,192726.5774,1706680.702,2384878.81,152880,166300,57.20206,85.958824
15829200,-3.47,19,0.53819,40,76792.57493,1702891.447,2371807.368,147000,174000,57.160706,87.366806
15832800,-3.57,19,0.53819,40,55391.49231,1710469.958,2382362.808,147000,172100,70.80267,115.040306
15836400,-3.34,19,0.53819,40,186552.6582,1693039.382,2551370.976,294000,152300,149.2962,518.9735
15840000,-3.61,21,0.53819,40,492464.7416,1865071.584,3023545.224,441000,162200,148.91743,521.8989
15843600,-3.24,21,0.53819,40,942017.1877,1837031.093,3271701.888,646800,165400,146.84293,525.71796
15847200,-2.49,21,0.53819,40,1441418.354,1780192.26,3495650.256,882000,154500,145.21205,523.1745
15850800,-2.37,21,0.53819,40,1855645.735,1771098.047,3679989.768,1029000,155000,146.02129,528.3974
15854400,-2.15,21,0.53819,40,2079858.371,1754425.322,3845640.96,1176000,149800,148.00299,534.0857
15858000,-2.13,21,0.53819,40,2072318.027,1752909.62,3922366.896,1234800,146700,150.97098,541.66907
15861600,-2.13,21,0.53819,40,1864549.455,1752909.62,3922366.896,1234800,157100,155.16537,547.4652
15865200,-2.53,21,0.53819,40,1552074.903,1783223.664,3908765.952,1176000,157500,156.70497,546.4125
15868800,-2.94,21,0.53819,40,1224775.827,1814295.56,3769745.616,1029000,158000,157.10631,543.9195
15872400,-3.24,21,0.53819,40,935785.6656,1837031.093,3607261.056,882000,158100,157.21834,538.9298
15876000,-3.71,21,0.53819,40,705508.9136,1872650.096,3463412.904,735000,150700,155.18489,532.07306
15879600,-3.82,21,0.53819,40,524510.0986,1880986.458,3264088.128,588000,158500,152.92235,522.00586
15883200,-4.14,21,0.53819,40,398362.6924,1905237.693,3088660.176,441000,154700,151.27036,513.6257
15886800,-4.41,21,0.53819,40,357181.2025,1925699.673,2989923.552,352800,163900,148.62415,498.19162
15890400,-4.92,21,0.53819,40,422619.9516,1964350.08,2915377.92,264600,154200,16.883402,50
15894000,-5.1,19,0.53819,40,595033.1214,1826421.178,2585563.68,176400,159600,39.150047,50
15897600,-4.92,19,0.53819,40,826501.9405,1812779.858,2566252.416,176400,155700,39.248363,50
15901200,-4.51,19,0.53819,40,1026407.503,1781707.962,2514129.307,170520,169300,38.931843,50
15904800,-3.87,19,0.53819,40,1114086.347,1733205.491,2445688.526,170520,157400,38.644115,50
15908400,-3.75,19,0.53819,40,1043891.558,1724111.278,2417109.24,158760,156200,38.565098,50
15912000,-3.7,19,0.53819,40,828099.3314,1720322.022,2403940.896,152880,151600,38.683308,50.06221
15915600,-4.04,19,0.53819,40,539127.034,1746088.96,2431973.376,147000,154200,49.92344,66.86808
15919200,-4.17,19,0.53819,40,267825.9513,1755941.024,2445695.448,147000,154600,76.50317,118.612686
15922800,-4.58,19,0.53819,40,101370.9467,1787012.92,2692986.912,294000,145900,158.70337,533.1878
15926400,-4.58,21,0.53819,40,102560.5899,1938583.142,3142717.872,441000,143400,163.74591,545.17194
15930000,-4.63,21,0.53819,40,284792.0791,1942372.398,3459311.856,646800,148000,159.24576,533.2229
15933600,-4.63,21,0.53819,40,616125.308,1942372.398,3459311.856,646800,141000,168.38571,552.5286
15937200,-5.04,21,0.53819,40,1022461.763,1973444.293,4100425.056,1029000,146200,167.38997,552.28687
15940800,-4.75,21,0.53819,40,1398989.139,1951466.611,4277548.8,1176000,145600,165.03543,548.7981
15944400,-4.54,21,0.53819,40,1651242.489,1935551.738,4331052.768,1234800,143600,162.40202,546.1261
15948000,-4.18,21,0.53819,40,1728099.552,1908269.098,4270004.256,1234800,152700,160.45602,544.1432
15951600,-3.93,21,0.53819,40,1639916.099,1889322.82,4141331.712,1176000,155900,158.57243,537.601
15955200,-4.11,21,0.53819,40,1459791.353,1902964.14,3953981.304,1029000,166800,155.54263,530.48846
15958800,-4.02,21,0.53819,40,1285237.411,1896143.48,3723336.288,882000,165300,152.83405,519.06226
15962400,-4.35,21,0.53819,40,1191003.061,1921152.567,3553116.84,735000,161500,147.90213,500.80438
15966000,-4.55,21,0.53819,40,1200156.797,1936309.589,3360090.72,588000,149700,140.1186,473.09955
15969600,-4.47,21,0.53819,40,1280560.023,1930246.78,3129203.448,441000,150100,133.25755,444.96887
15973200,-4.29,21,0.53819,40,1374118.928,1916605.46,2975803.488,352800,155200,18.164074,54.44896
15976800,-4.22,21,0.53819,40,1438904.299,1911300.502,2836644.72,264600,148400,38.47227,50
15980400,-4.01,19,0.53819,40,1475312.607,1743815.407,2468623.248,176400,160000,38.621502,50
15984000,-3.54,19,0.53819,40,1511586.849,1708196.404,2418199.392,176400,149800,38.424454,50
15987600,-3.49,19,0.53819,40,1570228.008,1704407.149,2405051.813,170520,157500,38.391136,50
15991200,-3.49,19,0.53819,40,1635642.012,1704407.149,2405051.813,170520,147700,38.390236,50
15994800,-3.49,19,0.53819,40,1642999.652,1704407.149,2389485.134,158760,150600,38.308563,50
15998400,-3.21,19,0.53819,40,1522748.807,1683187.318,2352049.661,152880,153600,38.098305,50
16002000,-2.9,19,0.53819,40,1257474.593,1659693.933,2311641.36,147000,161900,38.037624,50
16005600,-3.16,19,0.53819,40,912383.2323,1679398.062,2339085.504,147000,146900,52.96562,70.93881
16009200,-2.99,19,0.53819,40,626254.5835,1666514.593,2511398.736,294000,144000,144.93918,518.4707
16012800,-2.7,21,0.53819,40,550377.4109,1796107.133,2911744.08,441000,142100,148.25587,530.3696
16016400,-2.47,21,0.53819,40,765512.2643,1778676.558,3167774.064,646800,151400,140.5103,510.52292
16020000,-2.26,21,0.53819,40,1236315.72,1762761.684,3139430.112,646800,152500,145.2668,524.284
16023600,-2.33,21,0.53819,40,1829859.224,1768066.642,3673691.112,1029000,151700,141.50769,516.61554
16027200,-2.06,21,0.53819,40,2360612.572,1747604.662,3830690.304,1176000,153600,136.84293,508.73422
16030800,-1.63,21,0.53819,40,2673310.963,1715017.064,3837577.296,1234800,140400,135.69217,507.09198
16034400,-1.53,21,0.53819,40,2708015.484,1707438.553,3820619.376,1234800,153700,136.67566,511.21408
16038000,-1.47,21,0.53819,40,2486820.53,1702891.447,3732680.448,1176000,151600,137.27205,513.2003
16041600,-1.46,21,0.53819,40,2103190.501,1702133.596,3536695.344,1029000,159400,139.68478,516.82056
16045200,-1.72,21,0.53819,40,1673770.225,1721837.724,3381063.168,882000,164900,141.69481,518.66296
16048800,-2,21,0.53819,40,1277178.252,1743057.556,3223735.2,735000,159400,143.14764,516.2006
16052400,-2.48,21,0.53819,40,963742.7722,1779434.409,3087864.192,588000,159400,143.08868,508.70325
16056000,-2.98,21,0.53819,40,747279.0794,1817326.964,2946144.432,441000,171000,144.43279,502.77982
16059600,-3.68,21,0.53819,40,614413.5796,1870376.542,2904026.496,352800,157600,144.13588,492.08722
16063200,-4.3,21,0.53819,40,559351.3844,1917363.311,2845642.8,264600,163800,16.838854,50.941986
16066800,-4.45,19,0.53819,40,567984.613,1777160.856,2515828.56,176400,157300,38.79734,50
16070400,-4.74,19,0.53819,40,618807.604,1799138.538,2546941.152,176400,160400,39.24779,50
16074000,-4.81,19,0.53819,40,688752.4248,1804443.496,2546210.923,170520,171800,39.316895,50
16077600,-4.93,19,0.53819,40,738141.4737,1813537.709,2550761.875,164640,164300,39.41128,50
16081200,-5.13,19,0.53819,40,730695.076,1828694.731,2563729.493,158760,163700,39.437675,50
16084800,-4.95,19,0.53819,40,651379.2855,1815053.411,2536316.496,152880,167000,39.719383,50.49707
16088400,-4.78,19,0.53819,40,504306.1704,1802169.942,2518313.414,152880,163500,44.863075,57.82947
16092000,-5.61,19,0.53819,40,331737.4287,1865071.584,2597693.784,147000,159100,68.7513,98.198586
16095600,-5.66,19,0.53819,40,203752.1593,1868860.84,2816329.824,294000,156300,162.34677,528.7863
16099200,-5.85,21,0.53819,40,181807.9626,2034830.233,3298748.04,441000,153000,168.47058,543.6681
16102800,-5.93,21,0.53819,40,310780.4954,2040893.042,3634774.416,646800,155400,174.5057,555.0962
16106400,-6.28,21,0.53819,40,577622.4561,2067417.831,4059656.832,882000,153500,175.659,557.09033
16110000,-6.32,21,0.53819,40,897854.1456,2070449.236,4301982.048,1029000,161100,178.48085,560.97125
16113600,-6.64,21,0.53819,40,1166446.911,2094700.471,4591512.576,1176000,165500,178.5664,562.05524
16117200,-6.5,21,0.53819,40,1278374.179,2084090.556,4663428,1234800,160900,179.2555,564.469
16120800,-6.4,21,0.53819,40,1192211.417,2076512.044,4646470.08,1234800,157700,180.89687,566.73236
16124400,-6.58,21,0.53819,40,967418.8735,2090153.364,4581545.472,1176000,170300,180.25275,563.3574
16128000,-6.81,21,0.53819,40,706105.0515,2107583.94,4379140.584,1029000,167200,179.41602,557.7198
16131600,-7.28,21,0.53819,40,521917.368,2143202.942,4208471.232,882000,163700,176.55263,547.0987
16135200,-7.73,21,0.53819,40,476832.994,2177306.242,4026865.752,735000,162200,170.33472,530.52325
16138800,-7.75,21,0.53819,40,540051.232,2178821.944,3780924,588000,155300,163.16528,508.9188
16142400,-7.82,21,0.53819,40,645074.4006,2184126.902,3540779.088,441000,165000,159.23674,492.5895
16146000,-8.13,21,0.53819,40,723975.0686,2207620.287,3427645.536,352800,157500,154.14755,475.65073
16149600,-7.93,21,0.53819,40,742629.2088,2192463.264,3253930.68,264600,168800,26.22725,50
16153200,-7.85,19,0.53819,40,724242.731,2034830.233,2880596.88,176400,159400,40.75551,50
16156800,-7.47,19,0.53819,40,704786.1816,2006031.891,2839828.656,176400,178600,40.75591,50
16160400,-7.5,19,0.53819,40,701806.5194,2008305.444,2833876.08,170520,163000,40.73058,50
16164000,-7.34,19,0.53819,40,710779.8663,1996179.827,2807650.138,164640,171000,40.70432,50
16167600,-7.42,19,0.53819,40,702111.4103,2002242.636,2807034.115,158760,169100,40.71838,50
16171200,-7.39,19,0.53819,40,642431.7176,1999969.082,2794713.667,152880,162400,40.79012,50
16174800,-7.8,19,0.53819,40,525421.5705,2031040.978,2838132.864,152880,162300,43.29595,53.04573
16178400,-7.66,19,0.53819,40,373539.1885,2020431.062,2814080.304,147000,162600,68.38629,92.83693
16182000,-7.55,19,0.53819,40,233766.4621,2012094.7,3032179.92,294000,151700,168.24248,528.8711
16185600,-7.38,21,0.53819,40,178558.9533,2150781.453,3486721.392,441000,145900,174.99728,545.862
16189200,-7.45,21,0.53819,40,266625.7794,2156086.411,3839930.64,646800,156600,181.48871,558.8713
16192800,-7.77,21,0.53819,40,506795.762,2180337.647,4281390.288,882000,154500,183.20976,560.7646
16196400,-8.01,21,0.53819,40,855495.0555,2198526.073,4568100.264,1029000,161900,183.91129,562.1728
16200000,-8.02,21,0.53819,40,1207123.94,2199283.924,4820755.968,1176000,162700,181.96149,559.35266
16203600,-7.78,21,0.53819,40,1441941.177,2181095.498,4880489.376,1234800,163000,180.64621,557.3209
16207200,-7.66,21,0.53819,40,1499663.118,2172001.284,4860139.872,1234800,168100,179.1559,555.40796
16210800,-7.46,21,0.53819,40,1390309.717,2156844.262,4727729.664,1176000,166800,176.2694,548.8412
16214400,-7.42,21,0.53819,40,1198566.65,2153812.858,4475195.088,1029000,162600,172.29791,540.5802
16218000,-7.22,21,0.53819,40,1037951.814,2138655.836,4199542.368,882000,158000,167.0949,528.1476
16221600,-7.07,21,0.53819,40,972583.8412,2127288.069,3934358.568,735000,157400,158.45958,509.24866
16225200,-6.44,21,0.53819,40,1007980.569,2079543.449,3608645.376,588000,156600,149.16867,483.10233
16228800,-6.02,21,0.53819,40,1096743.013,2047713.702,3319633.968,441000,158900,141.9629,460.52985
16232400,-5.58,21,0.53819,40,1175144.981,2014368.253,3127594.176,352800,152200,134.14633,432.73587
16236000,-5.01,21,0.53819,40,1214118.553,1971170.74,2925500.76,264600,160400,38.240692,50
16239600,-4.76,19,0.53819,40,1216360.702,1800654.24,2549086.848,176400,162800,39.17206,50
16243200,-4.51,19,0.53819,40,1204045.009,1781707.962,2522265.648,176400,161200,39.05645,50
16246800,-4.35,19,0.53819,40,1190938.004,1769582.344,2501059.596,173460,159000,38.928474,50
16250400,-4.11,19,0.53819,40,1165506.395,1751393.918,2471353.819,170520,160300,38.782516,50
16254000,-3.93,19,0.53819,40,1111606.952,1737752.598,2448137.042,167580,156200,38.62979,50
16257600,-3.65,19,0.53819,40,1022636.734,1716532.767,2414323.296,164640,151800,38.588367,50
16261200,-3.91,19,0.53819,40,917308.5308,1736236.896,2442037.382,164640,149400,38.750477,50
16264800,-4.15,19,0.53819,40,834430.5158,1754425.322,2459607.864,158760,149900,38.998306,50
16268400,-4.7,19,0.53819,40,798110.8242,1796107.133,2513942.424,155820,148700,63.845074,85.87477
16272000,-4.66,21,0.53819,40,804927.1415,1944645.951,2770688.794,188160,149700,60.948154,92.01241
16275600,-4.52,21,0.53819,40,830556.9351,1934036.036,2804147.808,220500,150600,64.57299,100.780876
16279200,-4.34,21,0.53819,40,842714.9506,1920394.716,2832602.506,252840,144700,70.583206,114.59795
16282800,-4.15,21,0.53819,40,834892.9569,1905995.544,2859235.092,285180,138600,78.80376,135.09196
16286400,-3.83,21,0.53819,40,836687.0506,1881744.309,2870117.578,317520,136800,213.26645,488.0471
16290000,-3.49,21,0.53819,40,886037.3955,1855977.371,2877431.978,349860,135000,136.883,482.5746
16293600,-3.21,21,0.53819,40,1016261.604,1834757.54,2865480.106,364560,134700,132.83826,470.36517
16297200,-2.99,21,0.53819,40,1235209.972,1818084.816,2860197.194,379260,131900,127.93318,448.16852
16300800,-2.97,21,0.53819,40,1513909.27,1816569.113,2878551.547,393960,133300,119.67959,402.98364
16304400,-2.86,21,0.53819,40,1810466.794,1808232.751,2885985.346,408660,139600,37.073982,50
16308000,-2.87,21,0.53819,40,2075623.694,1808990.602,2833498.853,370440,138000,37.787174,50
16311600,-2.51,21,0.53819,40,2261823.178,1781707.962,2737878.679,332220,137700,37.551334,50
16315200,-2.2,21,0.53819,40,2339363.362,1758214.578,2649588.48,294000,141500,37.321255,50
16318800,-1.97,21,0.53819,40,2299082.823,1740784.002,2571649.534,255780,140700,37.14828,50
16322400,-1.81,21,0.53819,40,2161844.775,1728658.384,2502424.882,217560,139900,36.94195,50
16326000,-1.45,19,0.53819,40,1976791.538,1549805.522,2193974.16,176400,150200,36.70599,50
16329600,-1.31,19,0.53819,40,1802633.243,1539195.607,2178954.288,176400,140100,36.63591,50
16333200,-1.35,19,0.53819,40,1685562.63,1542227.011,2179724.316,173460,142300,36.635357,50
16336800,-1.3,19,0.53819,40,1642053.425,1538437.756,2170856.016,170520,140200,36.636715,50
16340400,-1.38,19,0.53819,40,1656540.277,1544500.564,2175884.558,167580,140600,36.685093,50
16344000,-1.4,19,0.53819,40,1698163.628,1546016.267,2174489.856,164640,139200,36.648655,50
16347600,-1.26,19,0.53819,40,1743049.942,1535406.351,2159566.886,164640,139300,36.576168,50
16351200,-1.26,19,0.53819,40,1781673.352,1535406.351,2152555.306,158760,137900,36.51195,50
16354800,-1.09,19,0.53819,40,1819655.781,1522522.882,2131017.017,155820,134000,36.39218,50
16358400,-1.01,21,0.53819,40,1867359.042,1668030.296,2376572.89,188160,130000,36.3226,50
16362000,-0.95,21,0.53819,40,1921100.174,1663483.189,2411874.78,220500,129700,36.276558,50
16365600,-0.92,21,0.53819,40,1969109.58,1661209.636,2450301.773,252840,130600,36.258183,50
16369200,-0.92,21,0.53819,40,1998126.322,1661209.636,2492025.178,285180,128900,36.264385,50
16372800,-0.94,21,0.53819,40,1993307.4,1662725.338,2536060.397,317520,129000,36.343937,50
16376400,-1.13,21,0.53819,40,1959909.648,1677124.509,2600145.761,349860,128300,38.00882,52.328213
16380000,-0.92,21,0.53819,40,1916464.53,1661209.636,2594437.171,364560,128600,39.683636,55.651768
16383600,-1.17,21,0.53819,40,1879340.075,1680155.913,2643208.495,379260,128300,40.414284,57.045666
16387200,-1.47,21,0.53819,40,1872211.364,1702891.447,2698416.907,393960,128800,40.078506,56.27241
16390800,-1.78,21,0.53819,40,1899955.674,1726384.831,2755353.989,408660,130700,36.557667,50
16394400,-1.94,21,0.53819,40,1947342.144,1738510.449,2723102.794,370440,133100,37.183956,50
16398000,-2.06,21,0.53819,40,1997866.713,1747604.662,2685473.515,332220,131900,37.230408,50
16401600,-1.95,21,0.53819,40,2020529.683,1739268.3,2621036.88,294000,133300,37.186966,50
16405200,-1.97,21,0.53819,40,1996984.49,1740784.002,2571649.534,255780,131400,37.124783,50
16408800,-1.76,21,0.53819,40,1927967.122,1724869.129,2496939.514,217560,134700,36.98352,50
16412400,-1.65,19,0.53819,40,1818619.561,1564962.544,2215431.12,176400,132200,36.86896,50
16416000,-1.49,19,0.53819,40,1689648.683,1552836.927,2198265.552,176400,141300,36.721718,50
16419600,-1.31,19,0.53819,40,1551837.726,1539195.607,2171925.403,170520,137200,36.70208,50
16423200,-1.53,19,0.53819,40,1405208.103,1555868.331,2188346.899,164640,134200,36.79325,50
16426800,-1.49,19,0.53819,40,1252545.782,1552836.927,2176992.014,158760,136800,36.745678,50
16430400,-1.39,19,0.53819,40,1100761.516,1545258.416,2159310.787,152880,137200,36.54875,50
16434000,-0.98,19,0.53819,40,988135.9437,1514186.52,2108976.912,147000,134100,36.29566,50
16437600,-0.89,19,0.53819,40,971845.5598,1507365.86,2099477.016,147000,132500,36.262802,50.223255
16441200,-0.54,19,0.53819,40,1104447.309,1480841.071,2231593.056,294000,126200,74.232124,122.82314
16444800,0.13,21,0.53819,40,1411193.718,1581635.269,2564054.808,441000,127800,68.59859,129.78412
16448400,0.48,21,0.53819,40,1853226.988,1555110.48,2769609.024,646800,127500,71.053085,137.91162
16452000,0.48,21,0.53819,40,2344616.344,1555110.48,3053671.488,882000,123700,61.20383,112.78022
16455600,0.42,21,0.53819,40,2782698.846,1559657.587,3240658.512,1029000,129800,64.185646,117.57475
16459200,0.45,21,0.53819,40,3079561.337,1557384.033,3413733.12,1176000,130500,64.315544,118.38378
16462800,0.39,21,0.53819,40,3204518.873,1561931.14,3495027.312,1234800,134500,66.06565,123.809616
16466400,0.71,21,0.53819,40,3178749.376,1537679.904,3440761.968,1234800,137900,65.35231,121.90074
16470000,0.34,21,0.53819,40,3055304.623,1565720.396,3432006.144,1176000,139300,55.00351,96.62295
16473600,0.23,21,0.53819,40,2900901.862,1574056.758,3270577.128,1029000,136600,47.22563,78.48516
16477200,0.23,21,0.53819,40,2761802.59,1574056.758,3090875.088,882000,136800,39.446198,62.153664
16480800,0.28,21,0.53819,40,2656130.96,1570267.502,2904164.928,735000,134200,34.10072,50
16484400,0.04,21,0.53819,40,2577909.683,1588455.929,2756457.984,588000,139500,35.18624,50
16488000,0.2,21,0.53819,40,2501222.68,1576330.311,2555454.72,441000,143600,35.06223,50
16491600,0.42,21,0.53819,40,2406669.415,1559657.587,2421590.976,352800,137600,34.857204,50
16495200,0.58,21,0.53819,40,2292115.25,1547531.969,2296759.92,264600,139600,34.702236,50
16498800,0.69,19,0.53819,40,2173801.988,1387625.384,1964384.688,176400,161100,34.56014,50
16502400,0.85,19,0.53819,40,2081617.856,1375499.767,1947219.12,176400,153500,34.451145,50
16506000,0.85,19,0.53819,40,2025458.012,1375499.767,1940937.768,170520,154800,34.372913,50
16509600,1.02,19,0.53819,40,1987288.41,1362616.298,1922758.186,170520,149500,34.17626,50
16513200,1.22,19,0.53819,40,1927717.048,1347459.276,1889063.837,158760,152200,34.0429,50
16516800,1.2,19,0.53819,40,1800015.33,1348974.978,1885028.544,152880,147400,34.02187,50
16520400,1.26,19,0.53819,40,1601575.976,1344427.871,1872535.056,147000,154500,33.98034,50
16524000,1.26,19,0.53819,40,1382540.328,1344427.871,1872535.056,147000,136300,33.940346,50
16527600,1.35,19,0.53819,40,1228866.691,1337607.211,2015742.96,294000,138000,132.93413,495.12955
16531200,1.22,21,0.53819,40,1242120.62,1499029.498,2430139.152,441000,131100,121.61797,506.40268
16534800,1.14,21,0.53819,40,1470249.529,1505092.307,2680528.032,646800,142300,114.752396,482.7817
16538400,1.19,21,0.53819,40,1888267.224,1501303.051,2673779.472,646800,133700,119.35692,500.5691
16542000,1.23,21,0.53819,40,2413965.864,1498271.647,3113110.728,1029000,140400,115.742485,490.08746
16545600,1.37,21,0.53819,40,2918593.497,1487661.731,3260904.192,1176000,141800,110.57998,473.34396
16549200,1.54,21,0.53819,40,3296701.631,1474778.262,3300011.232,1234800,143700,105.75766,456.37784
16552800,1.76,21,0.53819,40,3497538.931,1458105.538,3262703.808,1234800,153000,102.825386,439.93808
16556400,1.74,21,0.53819,40,3520639.652,1459621.24,3199440.384,1176000,140100,92.10931,382.58463
16560000,2.26,21,0.53819,40,3424307.993,1420212.982,2950920.336,1029000,144000,31.656963,50
16563600,2.43,21,0.53819,40,3277592.078,1407329.513,2763483.408,882000,135700,32.627308,50
16567200,2.2,21,0.53819,40,3128628.43,1424760.089,2635053.12,735000,136600,32.86053,50
16570800,2.13,21,0.53819,40,3002342.901,1430065.047,2481601.248,588000,132200,32.74869,50
16574400,2.5,21,0.53819,40,2888715.288,1402024.556,2272880.4,441000,147200,32.46333,50
16578000,2.53,21,0.53819,40,2768988.29,1399751.002,2173313.184,352800,143600,32.535286,50
16581600,2.29,21,0.53819,40,2638970.773,1417939.429,2104425.96,264600,142800,32.680622,50
16585200,2.36,19,0.53819,40,2510916.023,1261064.249,1785219.072,176400,155200,32.63079,50
16588800,2.38,19,0.53819,40,2407065.545,1259548.547,1783073.376,176400,152200,32.598812,50
16592400,2.41,19,0.53819,40,2337446.509,1257274.993,1774113.365,170520,149200,32.495296,50
16596000,2.58,19,0.53819,40,2285944.313,1244391.524,1755933.782,170520,147700,32.38636,50
16599600,2.53,19,0.53819,40,2210655.42,1248180.78,1749880.843,158760,147600,32.471714,50
16603200,2.41,19,0.53819,40,2075826.084,1257274.993,1756888.963,152880,144000,32.504486,50
16606800,2.54,19,0.53819,40,1889170.741,1247422.929,1737425.424,147000,146300,32.474045,50
16610400,2.41,19,0.53819,40,1706133.439,1257274.993,1751147.496,147000,137900,32.65087,50
16614000,2.23,19,0.53819,40,1624843.179,1270916.313,1915241.328,294000,133200,57.269848,93.022385
16617600,2.45,21,0.53819,40,1729002.052,1405813.811,2279023.32,441000,128200,59.16935,110.902245
16621200,2.44,21,0.53819,40,2016107.186,1406571.662,2505065.472,646800,140200,40.487415,71.30967
16624800,2.46,21,0.53819,40,2403985.449,1405055.96,2502366.048,646800,132700,66.443375,123.17589
16628400,2.27,21,0.53819,40,2746028.65,1419455.131,2949345.672,1029000,141800,112.096565,491.0043
16632000,2.07,21,0.53819,40,2902324.77,1434612.153,3144621.312,1176000,144100,114.67382,500.99512
16635600,2.15,21,0.53819,40,2847120.256,1428549.344,3196567.92,1234800,142000,117.091286,510.84323
16639200,2.29,21,0.53819,40,2648662.922,1417939.429,3172826.832,1234800,140100,119.51946,514.98126
16642800,2.08,21,0.53819,40,2437445.534,1433854.302,3142960.128,1176000,143600,116.96366,504.47208
16646400,1.93,21,0.53819,40,2345062.221,1445222.069,3002884.248,1029000,149100,112.21993,483.7647
16650000,1.7,21,0.53819,40,2392360.164,1462652.644,2872117.92,882000,140200,104.16749,447.09927
16653600,1.71,21,0.53819,40,2519723.426,1461894.793,2703732.696,735000,143800,20.05593,50
16657200,1.54,21,0.53819,40,2633433.643,1474778.262,2559192.384,588000,142900,33.55269,50
16660800,1.32,21,0.53819,40,2642196.91,1491450.987,2417853.312,441000,145400,34.13942,50
16664400,0.75,21,0.53819,40,2541097.51,1534648.5,2382760.8,352800,144800,34.52124,50
16668000,0.76,21,0.53819,40,2386914.603,1533890.649,2276514.24,264600,155700,34.617558,50
16671600,0.58,19,0.53819,40,2248795.36,1395961.747,1976186.016,176400,154000,34.699875,50
16675200,0.66,19,0.53819,40,2187671.763,1389898.938,1967603.232,176400,163100,34.727024,50
16678800,0.49,19,0.53819,40,2201955.567,1402782.407,1979435.707,170520,153300,34.835175,50
16682400,0.48,19,0.53819,40,2235128.761,1403540.258,1974095.693,164640,159700,34.85642,50
16686000,0.46,19,0.53819,40,2225047.729,1405055.96,1969811.222,158760,154600,34.691013,50
16689600,0.89,19,0.53819,40,2128626.111,1372468.362,1917857.693,152880,165400,34.514824,50
16693200,0.67,19,0.53819,40,1963348.048,1389141.087,1941155.798,152880,143700,34.699413,50
16696800,0.51,19,0.53819,40,1814261.942,1401266.704,1951700.856,147000,150800,34.776646,50
16700400,0.59,19,0.53819,40,1777865.758,1395203.896,2102539.824,294000,142800,48.183662,70.27651
16704000,0.88,21,0.53819,40,1920604.364,1524796.436,2471911.008,441000,136100,49.570793,81.83598
16707600,1.19,21,0.53819,40,2238469.178,1501303.051,2673779.472,646800,142100,53.649708,92.80651
16711200,1.47,21,0.53819,40,2639839.765,1480083.22,2906345.232,882000,133500,50.445553,88.40499
16714800,1.81,21,0.53819,40,3001899.808,1454316.282,3021780.216,1029000,135700,55.069492,98.27062
16718400,1.8,21,0.53819,40,3222626.081,1455074.133,3189473.28,1176000,133000,58.887707,109.334694
16722000,2.12,21,0.53819,40,3260556.219,1430822.898,3201655.296,1234800,139100,66.6281,128.895
16725600,1.48,21,0.53819,40,3157853.818,1479325.369,3310185.984,1234800,131500,68.898735,137.98251
16729200,1.58,21,0.53819,40,2999949.218,1471746.858,3226019.328,1176000,139600,55.31547,102.83859
16732800,1.54,21,0.53819,40,2869724.408,1474778.262,3064296.144,1029000,138500,44.72222,76.62411
16736400,1.18,21,0.53819,40,2808863.526,1502060.902,2949501.408,882000,136300,34.423466,54.51644
16740000,0.91,21,0.53819,40,2798427.276,1522522.882,2815862.616,735000,142100,34.04059,50
16743600,0.99,21,0.53819,40,2782636.351,1516460.073,2631523.104,588000,135300,34.435238,50
16747200,0.62,21,0.53819,40,2702802.61,1544500.564,2503854.192,441000,143200,34.632347,50
16750800,0.73,21,0.53819,40,2542913.891,1536164.202,2385114.144,352800,136000,34.413918,50
16754400,1.13,21,0.53819,40,2338525.687,1505850.158,2234898.12,264600,153700,34.456837,50
16758000,0.42,19,0.53819,40,2153417.005,1408087.364,1993351.584,176400,140000,34.92572,50
16761600,0.31,19,0.53819,40,2051175.669,1416423.727,2005152.912,176400,154400,35.041706,50
16765200,0.27,19,0.53819,40,2036180.725,1419455.131,2002962.226,170520,144200,34.994423,50
16768800,0.46,19,0.53819,40,2053500.666,1405055.96,1976227.546,164640,149500,34.817074,50
16772400,0.61,19,0.53819,40,2027749.092,1393688.193,1953874.238,158760,148300,34.645332,50
16776000,0.78,19,0.53819,40,1891948.024,1380804.724,1929506.746,152880,146300,34.627647,50
16779600,0.55,19,0.53819,40,1655029.938,1398235.3,1953863.856,152880,141700,34.95147,50
16783200,0.09,19,0.53819,40,1403486.028,1433096.451,1996033.704,147000,134800,35.316513,50
16786800,-0.1,19,0.53819,40,1245302.196,1447495.622,2181342.24,294000,130400,274.97354,488.7486
16790400,-0.36,21,0.53819,40,1279641.238,1618769.973,2624255.424,441000,129900,125.5908,501.2545
16794000,0.11,21,0.53819,40,1529747.315,1583150.971,2819548.368,646800,144800,127.38742,507.92758
16797600,0.14,21,0.53819,40,1923476.878,1580877.418,3104268.384,882000,126900,125.63042,503.1049
16801200,0.2,21,0.53819,40,2348203.198,1576330.311,3275301.12,1029000,136600,125.40028,502.9735
16804800,0.23,21,0.53819,40,2678053.433,1574056.758,3450279.168,1176000,134900,125.4147,501.76065
