Time,Toa,Tiaref,P_EDC,P_LDC,qin,qinf,qve,qdhw,qdc,m_MS,m_Bu
11149200,6.41,17.18,0.51038,30,1815269.177,816205.6467,1151730.014,170520,0,28.102127,50
11152800,5.92,18.16,0.51038,30,1915125.402,927609.76,1308929.933,170520,0,28.274717,50
11156400,6.24,17.52,0.51038,30,1917030.901,854856.0533,1198461.197,158760,0,27.98623,50
11160000,6.65,16.7,0.51038,30,1805376.833,761640.3667,1064299.824,152880,0,27.773064,50
11163600,6.58,16.84,0.51038,30,1608093.901,777555.24,1082988.144,147000,0,27.800097,50
11167200,6.56,16.88,0.51038,30,1388993.509,782102.3467,1089321.408,147000,0,27.77328,50
11170800,6.69,16.62,0.51038,30,1220804.364,752546.1533,1134069.552,294000,0,27.675343,50
11174400,6.77,16.46,0.51038,30,1170170.814,734357.7267,1190497.896,441000,0,27.684061,50
11178000,6.59,16.82,0.51038,30,1258730.158,775281.6867,1380755.376,646800,0,27.719126,50
11181600,6.78,16.44,0.51038,30,1457736.983,732084.1733,1303821.792,646800,0,27.5358,50
11185200,7.05,15.9,0.51038,30,1710836.173,670698.2333,1393577.64,1029000,0,27.258736,50
11188800,7.44,15.12,0.51038,30,1941274.824,582029.6533,1275789.312,1176000,0,27.032898,50
11192400,7.46,15.08,0.51038,30,2087314.583,577482.5467,1292193.504,1234800,0,27.000975,50
11196000,7.48,15.04,0.51038,30,2118862.594,572935.44,1282018.752,1234800,0,26.95006,50
11199600,7.61,14.78,0.51038,30,2027969.317,543379.2467,1191068.928,1176000,0,26.842201,50
11203200,7.73,14.54,0.51038,30,1838166.478,516096.6067,1072346.184,1029000,0,26.77675,50
11206800,7.72,14.56,0.51038,30,1593953.884,518370.16,1017890.496,882000,0,26.884514,50
11210400,7.38,15.24,0.51038,30,1348375.337,595670.9733,1101676.464,735000,0,27.112368,50
11214000,7.24,15.52,0.51038,30,1159400.177,627500.72,1088906.112,588000,0,27.226624,50
11217600,7.15,15.7,0.51038,30,1070187.497,647962.7,1050439.32,441000,0,27.4188,50
11221200,6.72,16.56,0.51038,30,1096402.882,745725.4933,1157845.248,352800,0,27.734688,50
11224800,6.48,17.04,0.51038,30,1222680.075,800290.7733,1187746.56,264600,0,27.95537,50
11228400,6.25,17.5,0.51038,30,1409774.202,852582.5,1206954,176400,0,28.07765,50
11232000,6.29,17.42,0.51038,30,1610184.035,843488.2867,1194079.824,176400,0,28.068974,50
11235600,6.27,17.46,0.51038,30,1778076.793,848035.3933,1196644.277,170520,0,28.191624,50
11239200,5.93,18.14,0.51038,30,1881246.303,925336.2067,1301496.134,164640,0,28.325418,50
11242800,6.09,17.82,0.51038,30,1902662.234,888959.3533,1246272.149,158760,0,28.33362,50
11246400,5.84,18.32,0.51038,30,1841193.818,945798.1867,1321637.99,152880,0,28.651758,50
11250000,5.28,19.44,0.51038,30,1728463.774,1073117.173,1499550.797,152880,0,29.047161,50
11253600,5.04,19.92,0.51038,30,1626027.994,1127682.453,1570649.472,147000,0,29.23635,50
11257200,4.93,19,0.51038,30,1607601.687,1066296.513,1606884.048,294000,0,53.647293,95.66824
11260800,4.53,21,0.51038,30,1736630.093,1248180.78,2023477.848,441000,0,55.810722,111.70226
11264400,4.25,21,0.51038,30,2021843.691,1269400.611,2260767.6,646800,0,60.998882,128.40329
11268000,4.21,21,0.51038,30,2401544.608,1272432.016,2498593.776,882000,0,54.41436,112.57611
11271600,4.42,21,0.51038,30,2769083.849,1256517.142,2610792.912,1029000,0,32.744816,61.079742
11275200,5.18,19.64,0.51038,30,3007073.505,1095852.707,2402072.064,1176000,0,28.357445,50
11278800,6.55,16.9,0.51038,30,3040920.61,784375.9,1755144.72,1234800,0,27.723005,50
11282400,7.01,15.98,0.51038,30,2870144.954,679792.4467,1521125.424,1234800,0,27.47994,50
11286000,6.85,16.3,0.51038,30,2557554.164,716169.3,1569818.88,1176000,0,27.485504,50
11289600,7.04,15.92,0.51038,30,2206070.813,672971.7867,1398301.632,1029000,0,27.351788,50
11293200,7.15,15.7,0.51038,30,1913149.402,647962.7,1272363.12,882000,0,27.394213,50
11296800,6.82,16.36,0.51038,30,1734217.767,722989.96,1337149.296,735000,0,27.759407,50
11300400,6.23,17.54,0.51038,30,1670555.11,857129.6067,1487382.624,588000,0,28.993029,51.133553
11304000,5.36,19.28,0.51038,30,1672022.952,1054928.747,1710188.928,441000,0,46.353027,84.09688
11307600,4.85,21,0.51038,30,1676661.407,1223929.544,1900325.28,352800,0,39.417976,72.25988
11311200,4.3,21,0.51038,30,1643808.179,1265611.356,1878349.2,264600,0,29.780602,50
11314800,3.58,19,0.51038,30,1572077.292,1168606.413,1654331.616,176400,0,31.202156,50
11318400,3.05,19,0.51038,30,1504310.974,1208772.522,1711192.56,176400,0,31.777493,50
11322000,2.88,19,0.51038,30,1480293.379,1221655.991,1723852.166,170520,0,32.22529,50
11325600,2.31,19,0.51038,30,1507361.502,1264853.504,1779031.162,164640,0,32.6519,50
11329200,2.34,19,0.51038,30,1560577.799,1262579.951,1770067.69,158760,0,32.809788,50
11332800,2.03,19,0.51038,30,1588558.533,1286073.336,1797131.146,152880,0,33.107445,50
11336400,1.88,19,0.51038,30,1576487.906,1297441.102,1813016.218,152880,0,32.775055,50
11340000,2.85,19,0.51038,30,1578727.795,1223929.544,1704703.56,147000,0,31.920675,50
11343600,3.13,19,0.51038,30,1685557.043,1202709.713,1812455.568,294000,0,44.451077,71.25598
11347200,2.97,21,0.51038,30,1989621.575,1366405.553,2215136.952,441000,0,38.13319,64.375404
11350800,2.8,21,0.51038,30,2506567.291,1379289.022,2456475.84,646800,0,33.822567,55.657112
11354400,2.67,21,0.51038,30,3127433.984,1389141.087,2727767.952,882000,0,31.58876,50
11358000,3.26,21,0.51038,30,3675129.314,1344427.871,2793453.936,1029000,0,30.86896,50
11361600,4.4,21,0.51038,30,3966815.428,1258032.844,2757565.44,1176000,0,29.365465,50
11365200,5.97,18.06,0.51038,30,3898396.439,916241.9933,2050212.528,1234800,0,28.127794,50
11368800,6.89,16.22,0.51038,30,3509849.719,707075.0867,1582173.936,1234800,0,27.382334,50
11372400,7.43,15.14,0.51038,30,2940138.84,584303.2067,1280772.864,1176000,0,27.016943,50
11376000,7.55,14.9,0.51038,30,2363579.329,557020.5667,1157378.04,1029000,0,27.005968,50
11379600,7.32,15.36,0.51038,30,1924548.964,609312.2933,1196467.776,882000,0,27.1687,50
11383200,7.18,15.64,0.51038,30,1675046.043,641142.04,1185773.904,735000,0,27.398111,50
11386800,6.72,16.56,0.51038,30,1587099.209,745725.4933,1294062.336,588000,0,27.71044,50
11390400,6.55,16.9,0.51038,30,1590856.187,784375.9,1271584.44,441000,0,27.828886,50
11394000,6.52,16.96,0.51038,30,1610641.518,791196.56,1228445.568,352800,0,27.767136,50
11397600,6.78,16.44,0.51038,30,1602441.772,732084.1733,1086518.16,264600,0,27.594692,50
11401200,6.87,16.26,0.51038,30,1562008.115,711622.1933,1007404.272,176400,0,27.511002,50
11404800,6.95,16.1,0.51038,30,1510818.457,693433.7667,981655.92,176400,0,27.433187,50
11408400,7.05,15.9,0.51038,30,1472802.66,670698.2333,947939.076,173460,0,27.349829,50
11412000,7.13,15.74,0.51038,30,1458417.455,652509.8067,920742.3792,170520,0,27.318245,50
11415600,7.08,15.84,0.51038,30,1457279.138,663877.5733,935267.3568,167580,0,27.350096,50
11419200,7.06,15.88,0.51038,30,1443286.377,668424.68,940147.0848,164640,0,27.40341,50
11422800,6.93,16.14,0.51038,30,1400804.777,697980.8733,981718.2144,164640,0,27.431381,50
11426400,7.07,15.86,0.51038,30,1334202.624,666151.1267,933907.2624,158760,0,27.370663,50
11430000,7.03,15.94,0.51038,30,1263386.988,675245.34,945115.0632,155820,0,27.379509,50
11433600,7.06,15.88,0.51038,30,1216739.761,668424.68,952356.7872,188160,0,27.423826,50
11437200,6.87,16.26,0.51038,30,1203532.523,711622.1933,1031776.956,220500,0,27.496267,50
11440800,6.97,16.06,0.51038,30,1205570.352,688886.66,1016115.106,252840,0,27.35601,50
11444400,7.26,15.48,0.51038,30,1194225.002,622953.6133,934509.4416,285180,0,27.08166,50
11448000,7.62,14.76,0.51038,30,1142734.483,541105.6933,825317.7408,317520,0,26.765055,50
11451600,7.99,14.02,0.51038,30,1047767.819,456984.22,708489.7848,349860,0,26.55952,50
11455200,7.99,14.02,0.51038,30,936847.2985,456984.22,713706.9408,364560,0,26.49894,50
11458800,8.15,13.7,0.51038,30,847789.5106,420607.3667,661696.308,379260,0,26.33527,50
11462400,8.42,13.16,0.51038,30,815187.8622,359221.4267,569225.4624,393960,0,26.31139,50
11466000,8.03,13.94,0.51038,30,858417.3473,447890.0067,714843.8136,408660,0,26.59527,50
11469600,7.72,14.56,0.51038,30,970757.0399,518370.16,811945.2096,370440,0,26.910093,50
11473200,7.27,15.46,0.51038,30,1130441.684,620680.06,953773.9848,332220,0,27.244976,50
11476800,7.01,15.98,0.51038,30,1309754.196,679792.4467,1024431.408,294000,0,27.489418,50
11480400,6.73,16.54,0.51038,30,1476351.964,743451.94,1098296.993,255780,0,27.67507,50
11484000,6.66,16.68,0.51038,30,1607689.747,759366.8133,1099267.747,217560,0,27.766788,50
11487600,6.52,16.96,0.51038,30,1693389.504,791196.56,1120053.312,176400,0,27.82518,50
11491200,6.59,16.82,0.51038,30,1730742.51,775281.6867,1097523.504,176400,0,27.86924,50
11494800,6.35,17.3,0.51038,30,1732081.224,829846.9667,1172873.772,173460,0,27.996696,50
11498400,6.36,17.28,0.51038,30,1716323.509,827573.4133,1167770.822,170520,0,28.020159,50
11502000,6.29,17.42,0.51038,30,1702774.158,843488.2867,1188302.018,167580,0,28.027369,50
11505600,6.39,17.22,0.51038,30,1716296.058,820752.7533,1154398.291,164640,0,28.140488,50
11509200,5.89,18.22,0.51038,30,1779837.468,934430.42,1314287.251,164640,0,28.563112,50
11512800,5.43,19.14,0.51038,30,1908118.081,1039013.873,1456640.338,158760,0,28.944143,50
11516400,5.1,19.8,0.51038,30,2101426.11,1114041.133,1559280.744,155820,0,29.282536,50
11520000,4.67,21,0.51038,30,2331361.699,1237570.864,1763263.757,188160,0,29.626762,50
11523600,4.38,21,0.51038,30,2537378.494,1259548.547,1826212.248,220500,0,29.781721,50
11527200,4.43,21,0.51038,30,2647199.503,1255759.291,1852258.229,252840,0,29.669163,50
11530800,4.73,21,0.51038,30,2605010.841,1233023.758,1849692.046,285180,0,28.981888,50
11534400,6.31,17.38,0.51038,30,2399492.276,838941.18,1279589.27,317520,0,27.842812,50
11538000,7.14,15.72,0.51038,30,2082206.668,650236.2533,1008099.893,349860,0,27.136335,50
11541600,7.73,14.54,0.51038,30,1743410.808,516096.6067,806027.2416,364560,0,26.786972,50
11545200,7.75,14.5,0.51038,30,1473976.614,511549.5,804765.78,379260,0,26.765844,50
11548800,7.71,14.58,0.51038,30,1335290.044,520643.7133,825016.6512,393960,0,26.875944,50
11552400,7.42,15.16,0.51038,30,1332725.946,586576.76,936191.3904,408660,0,27.200928,50
11556000,6.89,16.22,0.51038,30,1431180.126,707075.0867,1107521.755,370440,0,27.54595,50
11559600,6.74,16.52,0.51038,30,1578888.245,741178.3867,1138938.898,332220,0,27.79202,50
11563200,6.29,17.42,0.51038,30,1720935.885,843488.2867,1271117.232,294000,0,28.22995,50
11566800,5.73,18.54,0.51038,30,1825539.829,970807.2733,1434167.633,255780,0,28.691973,50
11570400,5.32,19.36,0.51038,30,1881905.157,1064022.96,1540291.334,217560,0,29.082024,50
11574000,4.88,19,0.51038,30,1894913.467,1070085.769,1514861.376,176400,0,29.467484,50
11577600,4.49,19,0.51038,30,1884271.044,1099641.962,1556702.448,176400,0,29.941088,50
11581200,3.95,19,0.51038,30,1857319.093,1140565.922,1609427.736,170520,0,30.610338,50
11584800,3.59,19,0.51038,30,1803155.638,1167848.562,1642592.582,164640,0,31.048058,50
11588400,3.4,19,0.51038,30,1704769.744,1182247.733,1657446.336,158760,0,31.34123,50
11592000,3.18,19,0.51038,30,1558625.818,1198920.458,1675345.594,152880,0,31.528435,50
11595600,3.19,19,0.51038,30,1409544.182,1198162.607,1668815.064,147000,0,31.567577,50
11599200,3.12,19,0.51038,30,1353733.919,1203467.564,1676203.872,147000,0,31.626286,50
11602800,3.12,19,0.51038,30,1493171.337,1203467.564,1813597.632,294000,0,48.93039,80.88164
11606400,3.01,21,0.51038,30,1871705.119,1363374.149,2210222.616,441000,0,40.285324,69.926155
11610000,3.1,21,0.51038,30,2432822.065,1356553.489,2415984.48,646800,0,35.723045,61.305508
11613600,4.09,21,0.51038,30,3027381.927,1281526.229,2516451.504,882000,0,29.772278,50.59402
11617200,4.35,21,0.51038,30,3485536.811,1261822.1,2621815.56,1029000,0,31.15878,52.855606
11620800,4.94,21,0.51038,30,3708093.971,1217108.884,2667861.504,1176000,0,29.157167,50
11624400,5.34,19.32,0.51038,30,3703554.212,1059475.853,2370717.216,1234800,0,28.852581,50
11628000,5.63,18.74,0.51038,30,3569215.597,993542.8067,2223183.312,1234800,0,28.738773,50
11631600,5.45,19.1,0.51038,30,3426390.056,1034466.767,2267516.16,1176000,0,28.92744,50
11635200,5.14,19.72,0.51038,30,3346497.676,1104946.92,2295860.112,1029000,0,29.204287,50
11638800,4.84,21,0.51038,30,3329757.451,1224687.396,2404840.704,882000,0,29.472477,50
11642400,4.56,21,0.51038,30,3328040.687,1245907.227,2304269.856,735000,0,29.69885,50
11646000,4.37,21,0.51038,30,3284540.134,1260306.398,2187017.952,588000,0,30.00147,50
11649600,4.03,21,0.51038,30,3170836.48,1286073.336,2084907.048,441000,0,30.34261,50
11653200,3.97,21,0.51038,30,2999146.821,1290620.442,2003872.416,352800,0,30.510689,50
11656800,3.79,21,0.51038,30,2807054.896,1304261.762,1935711.96,264600,0,30.700699,50
11660400,3.74,19,0.51038,30,2635064.341,1156480.796,1637166.048,176400,0,30.75884,50
11664000,3.73,19,0.51038,30,2509327.573,1157238.647,1638238.896,176400,0,30.790565,50
11667600,3.69,19,0.51038,30,2428564.359,1160270.051,1637231.803,170520,0,30.862022,50
11671200,3.62,19,0.51038,30,2370478.679,1165575.009,1644717.514,170520,0,30.930553,50
11674800,3.61,19,0.51038,30,2311899.412,1166332.86,1635134.558,158760,0,30.917372,50
11678400,3.66,19,0.51038,30,2248662.501,1162543.604,1624513.363,152880,0,30.868843,50
11682000,3.67,19,0.51038,30,2210499.809,1161785.753,1618148.952,147000,0,30.852434,50
11685600,3.68,19,0.51038,30,2254129.087,1161027.902,1617093.408,147000,0,30.8941,50
11689200,3.58,19,0.51038,30,2435808.948,1168606.413,1761062.688,294000,0,30.713268,50
11692800,4.08,21,0.51038,30,2775706.102,1282284.08,2078764.128,441000,0,30.123386,50
11696400,4.39,21,0.51038,30,3234651.462,1258790.696,2241871.632,646800,0,29.778933,50
11700000,4.52,21,0.51038,30,3717071.92,1248938.631,2224325.376,646800,0,29.706299,50
11703600,4.46,21,0.51038,30,4099947.796,1253485.738,2604494.256,1029000,0,29.703457,50
11707200,4.56,21,0.51038,30,4282976.295,1245907.227,2730986.496,1176000,0,29.439926,50
11710800,5.2,19.6,0.51038,30,4230055.839,1091305.6,2441940.48,1234800,0,29.121622,50
11714400,5.1,19.8,0.51038,30,3986500.175,1114041.133,2492814.24,1234800,0,29.01169,50
11718000,5.52,18.96,0.51038,30,3662940.489,1018551.893,2232631.296,1176000,0,28.736702,50
11721600,5.66,18.68,0.51038,30,3385722.747,986722.1467,2050212.528,1029000,0,28.708336,50
11725200,5.47,19.06,0.51038,30,3242315.866,1029919.66,2022387.696,882000,0,28.918446,50
11728800,5.13,19.74,0.51038,30,3243064.331,1107220.473,2047772.664,735000,0,29.203009,50
11732400,4.86,21,0.51038,30,3325381.573,1223171.693,2122577.856,588000,0,29.380869,50
11736000,4.81,21,0.51038,30,3393686.823,1226960.949,1989077.496,441000,0,29.436579,50
11739600,4.75,21,0.51038,30,3374040.324,1231508.056,1912092,352800,0,29.452356,50
11743200,4.81,21,0.51038,30,3260088.255,1226960.949,1820986.44,264600,0,29.340462,50
11746800,5.06,19.88,0.51038,30,3105728.687,1123135.347,1589960.736,176400,0,29.373747,50
11750400,4.54,19,0.51038,30,2990678.028,1095852.707,1551338.208,176400,0,29.621298,50
11754000,4.61,19,0.51038,30,2970419.061,1090547.749,1538848.181,170520,0,29.451336,50
11757600,5.07,19.86,0.51038,30,3028830.332,1120861.793,1581623.669,170520,0,29.192768,50
11761200,5.09,19.82,0.51038,30,3096259.698,1116314.687,1565011.829,158760,0,29.146915,50
11764800,5.14,19.72,0.51038,30,3080778.856,1104946.92,1544028.998,152880,0,29.137548,50
11768400,5.08,19.84,0.51038,30,2917225.222,1118588.24,1557982.944,147000,0,29.163506,50
11772000,5.1,19.8,0.51038,30,2626269.533,1114041.133,1551649.68,147000,0,29.131712,50
11775600,5.17,19.66,0.51038,30,2294425.708,1098126.26,1654850.736,294000,0,29.03368,50
11779200,5.35,19.3,0.51038,30,2050105.34,1057202.3,1713874.68,441000,0,28.87828,50
11782800,5.51,18.98,0.51038,30,2011854.317,1020825.447,1818062.064,646800,0,28.666788,50
11786400,5.87,18.26,0.51038,30,2203495.021,938977.5267,1672293.168,646800,0,31.9519,55.945972
11790000,5.48,19.04,0.51038,30,2558439.819,1027646.107,2135244.384,1029000,0,33.67442,59.576008
11793600,5.29,19.42,0.51038,30,2933379.654,1070843.62,2347252.992,1176000,0,28.661755,50
11797200,5.61,18.78,0.51038,30,3160663.864,998089.9133,2233358.064,1234800,0,28.510921,50
11800800,6.15,17.7,0.51038,30,3150919.037,875318.0333,1958639.76,1234800,0,28.098007,50
11804400,6.49,17.02,0.51038,30,2911699.705,798017.22,1749226.752,1176000,0,27.886002,50
11808000,6.51,16.98,0.51038,30,2543793.04,793470.1133,1648673.208,1029000,0,27.839325,50
11811600,6.58,16.84,0.51038,30,2196069.605,777555.24,1526835.744,882000,0,27.891714,50
11815200,6.3,17.4,0.51038,30,1976696.465,841214.7333,1555802.64,735000,0,28.206062,50
11818800,5.8,18.4,0.51038,30,1926183.099,954892.4,1657031.04,588000,0,28.548353,50
11822400,5.63,18.74,0.51038,30,2014804.204,993542.8067,1610673.624,441000,0,28.674526,50
11826000,5.59,18.82,0.51038,30,2173884.658,1002637.02,1556737.056,352800,0,28.731333,50
11829600,5.5,19,0.51038,30,2347090.463,1023099,1518426,264600,0,28.85465,50
11833200,5.28,19.44,0.51038,30,2502926.222,1073117.173,1519152.768,176400,0,29.030186,50
11836800,5.13,19.74,0.51038,30,2632761.577,1107220.473,1567430.928,176400,0,29.12462,50
11840400,5.12,19.76,0.51038,30,2730443.709,1109494.027,1565582.861,170520,0,29.141542,50
11844000,5.1,19.8,0.51038,30,2773382.243,1114041.133,1566911.808,164640,0,29.175142,50
11847600,5.03,19.94,0.51038,30,2733650.96,1129956.007,1584136.21,158760,0,29.196133,50
11851200,5.09,19.82,0.51038,30,2597869.567,1116314.687,1559914.07,152880,0,29.174007,50
11854800,5.06,19.88,0.51038,30,2388521.983,1123135.347,1569445.114,152880,0,29.227726,50
11858400,4.94,19,0.51038,30,2171710.121,1065538.662,1484094.864,147000,0,29.239033,50
11862000,5.11,19.78,0.51038,30,2030820.143,1111767.58,1675407.888,294000,0,29.08216,50
11865600,5.32,19.36,0.51038,30,2027194.133,1064022.96,1724931.936,441000,0,28.97516,50
11869200,5.27,19.46,0.51038,30,2169121.071,1075390.727,1915241.328,646800,0,28.860186,50
11872800,5.68,18.64,0.51038,30,2399179.601,982175.04,1928634.624,882000,0,28.603857,50
11876400,5.78,18.44,0.51038,30,2620484.059,959439.5067,1993524.624,1029000,0,28.4268,50
11880000,6.11,17.78,0.51038,30,2739661.061,884412.2467,1938601.728,1176000,0,28.102806,50
11883600,6.53,16.94,0.51038,30,2704404.576,788923.0067,1765319.472,1234800,0,27.78561,50
11887200,6.75,16.5,0.51038,30,2526295.805,738904.8333,1653397.2,1234800,0,27.582355,50
11890800,6.96,16.08,0.51038,30,2267413.91,691160.2133,1514999.808,1176000,0,27.421364,50
11894400,7.08,15.84,0.51038,30,2013089.802,663877.5733,1379405.664,1029000,0,27.420994,50
11898000,6.86,16.28,0.51038,30,1837215.108,713895.7467,1401831.648,882000,0,27.61329,50
11901600,6.62,16.76,0.51038,30,1770931.889,768461.0267,1421246.736,735000,0,27.814608,50
11905200,6.43,17.14,0.51038,30,1799141.502,811658.54,1408476.384,588000,0,27.986103,50
11908800,6.25,17.5,0.51038,30,1867454.013,852582.5,1382157,441000,0,28.160282,50
11912400,6.04,17.92,0.51038,30,1912082.957,900327.12,1397886.336,352800,0,28.110123,50
11916000,6.56,16.88,0.51038,30,1896358.08,782102.3467,1160752.32,264600,0,27.875145,50
11919600,6.44,17.12,0.51038,30,1823896.105,809384.9867,1145801.664,176400,0,27.842243,50
11923200,6.68,16.64,0.51038,30,1740659.923,754819.7067,1068556.608,176400,0,27.729677,50
11926800,6.63,16.74,0.51038,30,1702604.907,766187.4733,1081150.459,170520,0,27.801128,50
11930400,6.47,17.06,0.51038,30,1733300.203,802564.3267,1128816.058,164640,0,27.998577,50
11934000,6.14,17.72,0.51038,30,1814083.986,877591.5867,1230335.165,158760,0,28.276386,50
11937600,5.87,18.26,0.51038,30,1887471.137,938977.5267,1312106.947,152880,0,28.448145,50
11941200,5.84,18.32,0.51038,30,1894910.557,945798.1867,1321637.99,152880,0,28.582315,50
11944800,5.51,18.98,0.51038,30,1827589.457,1020825.447,1421817.768,147000,0,28.667633,50
11948400,5.8,18.4,0.51038,30,1726017.008,954892.4,1439000.64,294000,0,28.4488,50
11952000,6.02,17.96,0.51038,30,1664803.456,904874.2267,1466929.296,441000,0,28.339056,50
11955600,5.95,18.1,0.51038,30,1716991.705,920789.1,1639900.08,646800,0,28.326113,50
11959200,6.09,17.82,0.51038,30,1899239.476,888959.3533,1745592.912,882000,0,28.24879,50
11962800,6.09,17.82,0.51038,30,2175714.73,888959.3533,1847080.872,1029000,0,28.241066,50
11966400,6.1,17.8,0.51038,30,2474928.579,886685.8,1943585.28,1176000,0,28.284092,50
11970000,5.95,18.1,0.51038,30,2712778.543,920789.1,2060387.28,1234800,0,28.346094,50
11973600,6.02,17.96,0.51038,30,2837034.811,904874.2267,2024775.648,1234800,0,28.307667,50
11977200,6.03,17.94,0.51038,30,2829142.474,902600.6733,1978470.144,1176000,0,28.296625,50
11980800,6.04,17.92,0.51038,30,2705117.261,900327.12,1870700.832,1029000,0,28.249147,50
11984400,6.17,17.66,0.51038,30,2510224.288,870770.9267,1709877.456,882000,0,28.133905,50
11988000,6.3,17.4,0.51038,30,2297481.435,841214.7333,1555802.64,735000,0,28.033875,50
11991600,6.37,17.26,0.51038,30,2123589.064,825299.86,1432148.256,588000,0,27.983896,50
11995200,6.39,17.22,0.51038,30,2027147.789,820752.7533,1330556.472,441000,0,28.018854,50
11998800,6.24,17.52,0.51038,30,2020609.991,854856.0533,1327286.016,352800,0,28.281069,50
12002400,5.7,18.6,0.51038,30,2092740.851,977627.9333,1450940.4,264600,0,28.618393,50
12006000,5.59,18.82,0.51038,30,2208743.687,1002637.02,1419377.904,176400,0,28.703346,50
12009600,5.58,18.84,0.51038,30,2333779.917,1004910.573,1422596.448,176400,0,28.856184,50
12013200,5.15,19.7,0.51038,30,2444467.45,1102673.367,1558476.108,173460,0,29.152508,50
12016800,4.97,19,0.51038,30,2531406.332,1063265.109,1500350.242,170520,0,29.424387,50
12020400,4.49,19,0.51038,30,2599138.849,1099641.962,1549170.017,167580,0,29.786316,50
12024000,4.24,19,0.51038,30,2659444.261,1118588.24,1573307.366,164640,0,29.667385,50
12027600,5.06,19.88,0.51038,30,2721952.364,1123135.347,1579702.925,164640,0,29.261478,50
12031200,4.96,19,0.51038,30,2789922.012,1064022.96,1491701.702,158760,0,29.363108,50
12034800,4.7,19,0.51038,30,2863257.586,1083727.089,1516851.336,155820,0,29.543222,50
12038400,4.6,21,0.51038,30,2925875.328,1242875.822,1770822.144,188160,0,29.632608,50
12042000,4.52,21,0.51038,30,2955925.761,1248938.631,1810828.992,220500,0,29.683462,50
12045600,4.51,21,0.51038,30,2941119.374,1249696.482,1843315.522,252840,0,29.665949,50
12049200,4.59,21,0.51038,30,2877664.292,1243633.673,1865608.265,285180,0,29.589691,50
12052800,4.69,21,0.51038,30,2794058.617,1236055.162,1885284.643,317520,0,29.4673,50
12056400,4.89,21,0.51038,30,2735976.694,1220898.14,1892830.918,349860,0,29.480236,50
12060000,4.51,21,0.51038,30,2733527.752,1249696.482,1951745.846,364560,0,29.64779,50
12063600,4.6,21,0.51038,30,2798681.722,1242875.822,1955282.784,379260,0,29.692019,50
12067200,4.36,21,0.51038,30,2900675.046,1261064.249,1998293.606,393960,0,29.89713,50
12070800,4.23,21,0.51038,30,2981837.99,1270916.313,2028414.679,408660,0,30.138006,50
12074400,4.02,21,0.51038,30,3002849.105,1286831.187,2015618.371,370440,0,30.372156,50
12078000,3.95,21,0.51038,30,2944297.274,1292136.144,1985573.436,332220,0,30.95416,50
12081600,3.01,21,0.51038,30,2824582.7,1363374.149,2054573.136,294000,0,31.831736,50
12085200,2.79,21,0.51038,30,2693031.046,1380046.873,2038734.785,255780,0,32.19873,50
12088800,2.51,21,0.51038,30,2583510.445,1401266.704,2028489.086,217560,0,32.37456,50
12092400,2.62,19,0.51038,30,2515758.49,1241360.12,1757325.024,176400,0,32.271797,50
12096000,2.69,19,0.51038,30,2486458.492,1236055.162,1749815.088,176400,0,32.240116,50
12099600,2.63,19,0.51038,30,2464812.722,1240602.269,1753419.511,173460,0,32.321934,50
12103200,2.55,19,0.51038,30,2432618.813,1246665.078,1759141.944,170520,0,32.54075,50
12106800,2.23,19,0.51038,30,2385469.979,1270916.313,1790460.454,167580,0,32.726017,50
12110400,2.35,19,0.51038,30,2334495.284,1261822.1,1774767.456,164640,0,32.75065,50
12114000,2.15,19,0.51038,30,2314945.569,1276979.122,1796085.984,164640,0,32.959396,50
12117600,2.01,19,0.51038,30,2353389.042,1287589.038,1805129.054,158760,0,33.100006,50
12121200,1.95,19,0.51038,30,2455651.72,1292136.144,1808553.516,155820,0,33.16858,50
12124800,1.91,21,0.51038,30,2607983.352,1446737.771,2061280.166,188160,0,33.0322,50
12128400,2.27,21,0.51038,30,2770749.746,1419455.131,2058059.892,220500,0,33.00196,50
12132000,1.79,21,0.51038,30,2901466.153,1455831.984,2147367.566,252840,0,33.16998,50
12135600,2.12,21,0.51038,30,2979199.355,1430822.898,2146415.846,285180,0,32.63652,50
12139200,2.81,21,0.51038,30,3005361.339,1378531.171,2102595.197,317520,0,32.195965,50
12142800,2.6,21,0.51038,30,3006259.467,1394446.044,2161892.544,349860,0,32.76418,50
12146400,1.68,21,0.51038,30,3021010.046,1464168.347,2286702.835,364560,0,33.30507,50
12150000,1.95,21,0.51038,30,3071786.851,1443706.367,2271227.868,379260,0,33.22683,50
12153600,1.82,21,0.51038,30,3158351.204,1453558.431,2303321.597,393960,0,33.298634,50
12157200,1.84,21,0.51038,30,3255347.528,1452042.729,2317497.034,408660,0,33.3021,50
12160800,1.81,21,0.51038,30,3318970.462,1454316.282,2277957.394,370440,0,33.068596,50
12164400,2.36,21,0.51038,30,3315735.626,1412634.471,2170738.349,332220,0,32.992065,50
12168000,1.69,21,0.51038,30,3231431.513,1463410.496,2205325.584,294000,0,33.779644,50
12171600,0.93,21,0.51038,30,3080312.792,1521007.18,2246974.582,255780,0,34.295666,50
12175200,0.98,21,0.51038,30,2901271.304,1517217.924,2196341.347,217560,0,34.145596,50
12178800,1.34,19,0.51038,30,2730897.674,1338365.062,1894649.568,176400,0,33.88564,50
12182400,1.38,19,0.51038,30,2591812.396,1335333.658,1890358.176,176400,0,33.932865,50
